vendor_id,name,domain,historical_rating,reliability_score,delivery_score,avg_delay_days,defect_rate,completed_contracts,cancellation_rate,verified
VND-0733,Adams-Sanders,Manufacturing & Heavy Machinery,5.0,1.0,79.0,6.3,0.001,38,0.002,1
VND-0734,Chung-Stevens,Manufacturing & Heavy Machinery,4.97,0.989,89.2,3.2,0.001,23,0.002,1
VND-0735,Branch and Sons,Raw Materials & Metals,4.84,0.935,88.3,3.5,0.0039,248,0.002,1
VND-0736,Sutton-Abbott,Logistics & Freight,4.46,0.784,73.6,7.9,0.013,82,0.023,1
VND-0737,"Frey, Santos and Johnson",Logistics & Freight,4.85,0.939,78.3,6.5,0.0036,155,0.003,1
VND-0738,Gray-Tran,Healthcare & Medical Supplies,4.16,0.664,61.8,11.5,0.0202,205,0.025,1
VND-0739,Walsh Ltd,Healthcare & Medical Supplies,4.76,0.904,84.9,4.5,0.0058,217,0.011,1
VND-0740,Miller Group,IT Hardware,4.75,0.899,81.3,5.6,0.0061,134,0.008,1
VND-0741,"Mueller, Knight and Hodge",IT Hardware,4.77,0.909,73.8,7.9,0.0055,15,0.005,1
VND-0742,Jacobson Inc,Raw Materials & Metals,4.43,0.772,55.5,13.4,0.0137,130,0.015,1
VND-0743,Lewis Ltd,Manufacturing & Heavy Machinery,4.16,0.662,53.5,14.0,0.0203,190,0.029,1
VND-0744,"Alvarez, Williams and Jones",Software & Cloud Services,4.25,0.698,67.2,9.8,0.0181,82,0.017,1
VND-0745,Lam-Elliott,Logistics & Freight,4.24,0.694,61.5,11.5,0.0183,67,0.007,1
VND-0746,White LLC,Manufacturing & Heavy Machinery,4.05,0.619,58.8,12.4,0.0229,85,0.018,0
VND-0747,Ali PLC,Healthcare & Medical Supplies,4.03,0.614,51.8,14.5,0.0232,83,0.027,0
VND-0748,Goodwin Ltd,Construction & Infrastructure,4.5,0.802,73.1,8.1,0.0119,286,0.015,1
VND-0749,Hickman-Evans,Software & Cloud Services,4.52,0.81,74.1,7.8,0.0114,240,0.01,1
VND-0750,"Allen, Davenport and Price",Construction & Infrastructure,4.22,0.69,71.8,8.5,0.0186,92,0.031,1
VND-0751,"Rivera, Campos and Taylor",IT Hardware,4.4,0.76,70.6,8.8,0.0144,126,0.005,1
VND-0752,"Ramsey, Mason and Mccann",Raw Materials & Metals,3.78,0.513,50.0,15.0,0.0292,78,0.03,0
VND-0753,Davis and Sons,Software & Cloud Services,4.23,0.69,59.8,12.1,0.0186,234,0.013,1
VND-0754,Peterson PLC,Construction & Infrastructure,4.48,0.79,70.0,9.0,0.0126,58,0.008,1
VND-0755,"Sanders, Ayala and Johnson",Healthcare & Medical Supplies,4.51,0.804,80.1,6.0,0.0118,160,0.019,1
VND-0756,Bowers-Hayes,Construction & Infrastructure,4.77,0.906,82.6,5.2,0.0056,169,0.005,1
VND-0757,Kelly Group,IT Hardware,4.94,0.978,74.1,7.8,0.0013,215,0.004,1
VND-0758,Lopez-Willis,IT Hardware,3.99,0.598,50.0,15.0,0.0241,137,0.022,0
VND-0759,Miller-Montgomery,IT Hardware,4.56,0.824,81.5,5.6,0.0106,51,0.013,1
VND-0760,Marquez Inc,Manufacturing & Heavy Machinery,4.05,0.622,70.1,9.0,0.0227,177,0.009,0
VND-0761,Moore-Dawson,Healthcare & Medical Supplies,3.83,0.53,59.9,12.0,0.0282,230,0.02,0
VND-0762,"Moore, Price and Ward",Manufacturing & Heavy Machinery,4.19,0.676,51.0,14.7,0.0195,256,0.033,1
VND-0763,Smith LLC,Software & Cloud Services,4.36,0.743,58.3,12.5,0.0154,49,0.004,1
VND-0764,Ward-Nelson,Raw Materials & Metals,4.11,0.642,51.1,14.7,0.0215,45,0.035,0
VND-0765,Miller Group,Raw Materials & Metals,4.75,0.902,82.3,5.3,0.0059,271,0.013,1
VND-0766,Hawkins-Hunt,Construction & Infrastructure,4.14,0.656,64.5,10.6,0.0207,57,0.024,1
VND-0767,Johnson LLC,IT Hardware,4.65,0.858,73.0,8.1,0.0085,157,0.004,1
VND-0768,"Davis, George and Nguyen",Software & Cloud Services,4.27,0.707,57.1,12.9,0.0176,119,0.031,1
VND-0769,Smith-Gutierrez,Manufacturing & Heavy Machinery,3.98,0.591,58.4,12.5,0.0246,215,0.026,0
VND-0770,Hardy PLC,Raw Materials & Metals,3.98,0.591,58.7,12.4,0.0246,48,0.016,0
VND-0771,Armstrong and Sons,IT Hardware,4.64,0.855,69.8,9.1,0.0087,137,0.003,1
VND-0772,"James, Taylor and Turner",Construction & Infrastructure,4.46,0.784,69.9,9.0,0.013,74,0.013,1
VND-0773,Thomas-Jackson,Healthcare & Medical Supplies,4.95,0.981,83.0,5.1,0.0011,104,0.002,1
VND-0774,Fisher-Washington,Logistics & Freight,4.76,0.903,79.0,6.3,0.0058,20,0.004,1
VND-0775,Ward and Sons,Software & Cloud Services,3.8,0.522,51.3,14.6,0.0287,147,0.013,0
VND-0776,"Weber, Wheeler and Gonzalez",IT Hardware,4.94,0.976,92.8,2.2,0.0015,152,0.008,1
VND-0777,Taylor Inc,Raw Materials & Metals,4.77,0.91,94.7,1.6,0.0054,30,0.006,1
VND-0778,Cook-Oliver,Construction & Infrastructure,4.04,0.614,50.0,15.0,0.0232,47,0.014,0
VND-0779,Alexander-Jordan,Logistics & Freight,4.51,0.805,72.3,8.3,0.0117,269,0.012,1
VND-0780,"Mccann, Taylor and Flores",Logistics & Freight,4.8,0.92,89.0,3.3,0.0048,100,0.006,1
VND-0781,"Harris, Edwards and Oconnell",Construction & Infrastructure,4.19,0.677,59.8,12.1,0.0194,74,0.011,1
VND-0782,Carter-Neal,Raw Materials & Metals,4.73,0.89,69.4,9.2,0.0066,21,0.006,1
VND-0783,Faulkner-Casey,Manufacturing & Heavy Machinery,4.78,0.911,78.6,6.4,0.0053,91,0.004,1
VND-0784,Bennett-Velasquez,Software & Cloud Services,4.58,0.834,61.0,11.7,0.01,229,0.007,1
VND-0785,Diaz-Frederick,IT Hardware,4.53,0.812,71.6,8.5,0.0113,178,0.008,1
VND-0786,Vargas PLC,IT Hardware,4.48,0.793,65.1,10.5,0.0124,76,0.014,1
VND-0787,Maldonado PLC,Raw Materials & Metals,4.67,0.868,84.3,4.7,0.0079,279,0.018,1
VND-0788,Benton Group,Manufacturing & Heavy Machinery,4.02,0.608,50.0,15.0,0.0235,253,0.035,0
VND-0789,"Clark, Salinas and Guerra",Raw Materials & Metals,3.78,0.512,53.8,13.9,0.0293,182,0.009,0
VND-0790,Fuentes Group,Manufacturing & Heavy Machinery,4.51,0.804,69.1,9.3,0.0118,117,0.009,1
VND-0791,"Porter, Schultz and Allen",Construction & Infrastructure,4.04,0.616,53.1,14.1,0.023,139,0.021,0
VND-0792,"Moore, Henderson and Bennett",Construction & Infrastructure,4.49,0.797,77.0,6.9,0.0122,115,0.019,1
VND-0793,Ewing-Mendoza,Raw Materials & Metals,4.98,0.994,81.1,5.7,0.001,140,0.002,1
VND-0794,Ferguson-Mclean,Manufacturing & Heavy Machinery,4.62,0.848,69.5,9.2,0.0091,292,0.009,1
VND-0795,"Barnes, Johnson and Schmitt",IT Hardware,4.29,0.714,71.8,8.5,0.0172,19,0.03,1
VND-0796,"Woodard, Herrera and Little",Healthcare & Medical Supplies,4.62,0.846,91.2,2.6,0.0092,207,0.018,1
VND-0797,Rodriguez and Sons,Software & Cloud Services,3.91,0.564,50.0,15.0,0.0261,120,0.025,0
VND-0798,"Ortega, Jackson and Salazar",Software & Cloud Services,4.66,0.862,79.0,6.3,0.0083,45,0.019,1
VND-0799,"Terrell, Byrd and Ross",Software & Cloud Services,4.09,0.637,53.2,14.0,0.0218,62,0.006,0
VND-0800,Sheppard-Jordan,Logistics & Freight,3.86,0.543,61.0,11.7,0.0274,281,0.022,0
