auction_id,domain,title,max_budget,weight_cost,weight_reliability,weight_delivery,weight_reviews,duration_minutes,created_at
AUC-1126,Manufacturing & Heavy Machinery,Procurement Request #1126 - Manufacturing & Heavy Machinery,158428.71,31,23,17,29,10,2026-06-09 00:00:00
AUC-1127,Healthcare & Medical Supplies,Procurement Request #1127 - Healthcare & Medical Supplies,42190.48,47,24,22,7,10,2026-06-29 00:00:00
AUC-1128,Construction & Infrastructure,Procurement Request #1128 - Construction & Infrastructure,121835.33,26,22,11,41,10,2026-02-11 00:00:00
AUC-1129,Logistics & Freight,Procurement Request #1129 - Logistics & Freight,130835.78,55,27,19,10,5,2026-06-29 00:00:00
AUC-1130,Healthcare & Medical Supplies,Procurement Request #1130 - Healthcare & Medical Supplies,247197.76,28,39,25,10,30,2026-05-23 00:00:00
AUC-1131,IT Hardware,Procurement Request #1131 - IT Hardware,376247.76,43,12,13,32,15,2026-04-16 00:00:00
AUC-1132,Raw Materials & Metals,Procurement Request #1132 - Raw Materials & Metals,242166.82,30,18,16,36,5,2026-04-30 00:00:00
AUC-1133,IT Hardware,Procurement Request #1133 - IT Hardware,38343.78,24,30,24,22,30,2026-03-30 00:00:00
AUC-1134,Healthcare & Medical Supplies,Procurement Request #1134 - Healthcare & Medical Supplies,479317.0,40,37,16,10,30,2026-01-11 00:00:00
AUC-1135,IT Hardware,Procurement Request #1135 - IT Hardware,471934.92,36,13,14,37,15,2026-06-22 00:00:00
AUC-1136,Healthcare & Medical Supplies,Procurement Request #1136 - Healthcare & Medical Supplies,394742.88,44,25,24,10,5,2026-01-23 00:00:00
AUC-1137,Construction & Infrastructure,Procurement Request #1137 - Construction & Infrastructure,495750.67,35,32,24,9,10,2026-05-02 00:00:00
AUC-1138,Manufacturing & Heavy Machinery,Procurement Request #1138 - Manufacturing & Heavy Machinery,276796.34,37,36,15,12,10,2026-01-06 00:00:00
AUC-1139,Construction & Infrastructure,Procurement Request #1139 - Construction & Infrastructure,481756.49,26,15,19,40,5,2026-05-18 00:00:00
AUC-1140,Healthcare & Medical Supplies,Procurement Request #1140 - Healthcare & Medical Supplies,47046.47,45,15,12,28,5,2026-06-24 00:00:00
AUC-1141,Logistics & Freight,Procurement Request #1141 - Logistics & Freight,189183.57,29,24,21,26,10,2026-02-26 00:00:00
AUC-1142,Healthcare & Medical Supplies,Procurement Request #1142 - Healthcare & Medical Supplies,120436.82,22,38,27,13,10,2026-04-25 00:00:00
AUC-1143,Healthcare & Medical Supplies,Procurement Request #1143 - Healthcare & Medical Supplies,105958.21,23,36,30,11,5,2026-04-11 00:00:00
AUC-1144,Healthcare & Medical Supplies,Procurement Request #1144 - Healthcare & Medical Supplies,78993.44,39,24,11,26,5,2026-01-14 00:00:00
AUC-1145,Manufacturing & Heavy Machinery,Procurement Request #1145 - Manufacturing & Heavy Machinery,314982.68,44,34,16,6,10,2026-04-07 00:00:00
AUC-1146,Software & Cloud Services,Procurement Request #1146 - Software & Cloud Services,392847.71,32,12,10,46,30,2026-01-09 00:00:00
AUC-1147,IT Hardware,Procurement Request #1147 - IT Hardware,293366.22,41,36,16,7,5,2026-02-27 00:00:00
AUC-1148,IT Hardware,Procurement Request #1148 - IT Hardware,82011.73,30,33,15,22,5,2026-04-18 00:00:00
AUC-1149,Construction & Infrastructure,Procurement Request #1149 - Construction & Infrastructure,407450.65,26,36,20,18,15,2026-05-25 00:00:00
AUC-1150,Healthcare & Medical Supplies,Procurement Request #1150 - Healthcare & Medical Supplies,321617.81,32,29,16,23,30,2026-04-21 00:00:00
AUC-1151,IT Hardware,Procurement Request #1151 - IT Hardware,200201.2,34,16,13,37,15,2026-03-25 00:00:00
AUC-1152,Software & Cloud Services,Procurement Request #1152 - Software & Cloud Services,340323.84,20,22,30,28,15,2026-01-05 00:00:00
AUC-1153,Raw Materials & Metals,Procurement Request #1153 - Raw Materials & Metals,137353.44,33,24,17,26,5,2026-06-19 00:00:00
AUC-1154,Manufacturing & Heavy Machinery,Procurement Request #1154 - Manufacturing & Heavy Machinery,179144.18,32,30,29,10,15,2026-01-13 00:00:00
AUC-1155,IT Hardware,Procurement Request #1155 - IT Hardware,459568.06,33,23,19,25,30,2026-01-28 00:00:00
AUC-1156,Healthcare & Medical Supplies,Procurement Request #1156 - Healthcare & Medical Supplies,152347.21,49,35,28,10,10,2026-03-07 00:00:00
AUC-1157,IT Hardware,Procurement Request #1157 - IT Hardware,240294.25,53,20,30,10,30,2026-06-24 00:00:00
AUC-1158,Manufacturing & Heavy Machinery,Procurement Request #1158 - Manufacturing & Heavy Machinery,446169.16,28,20,15,37,15,2026-06-21 00:00:00
AUC-1159,Raw Materials & Metals,Procurement Request #1159 - Raw Materials & Metals,356783.46,24,20,10,46,30,2026-04-09 00:00:00
AUC-1160,Construction & Infrastructure,Procurement Request #1160 - Construction & Infrastructure,40479.58,55,33,17,10,5,2026-03-02 00:00:00
AUC-1161,IT Hardware,Procurement Request #1161 - IT Hardware,82178.49,54,34,13,10,15,2026-03-03 00:00:00
AUC-1162,Healthcare & Medical Supplies,Procurement Request #1162 - Healthcare & Medical Supplies,13842.38,42,34,17,10,5,2026-01-17 00:00:00
AUC-1163,Software & Cloud Services,Procurement Request #1163 - Software & Cloud Services,319151.68,43,25,19,13,10,2026-02-09 00:00:00
AUC-1164,Raw Materials & Metals,Procurement Request #1164 - Raw Materials & Metals,229359.98,33,30,11,26,10,2026-06-04 00:00:00
AUC-1165,Raw Materials & Metals,Procurement Request #1165 - Raw Materials & Metals,75794.68,41,14,18,27,15,2026-06-15 00:00:00
AUC-1166,Manufacturing & Heavy Machinery,Procurement Request #1166 - Manufacturing & Heavy Machinery,479387.72,22,26,23,29,15,2026-01-08 00:00:00
AUC-1167,Software & Cloud Services,Procurement Request #1167 - Software & Cloud Services,269533.26,41,20,17,22,10,2026-05-20 00:00:00
AUC-1168,IT Hardware,Procurement Request #1168 - IT Hardware,128527.71,35,35,17,13,30,2026-05-15 00:00:00
AUC-1169,Logistics & Freight,Procurement Request #1169 - Logistics & Freight,255295.75,31,24,30,15,5,2026-01-18 00:00:00
AUC-1170,Manufacturing & Heavy Machinery,Procurement Request #1170 - Manufacturing & Heavy Machinery,343013.96,51,12,16,21,5,2026-06-13 00:00:00
AUC-1171,Software & Cloud Services,Procurement Request #1171 - Software & Cloud Services,47357.22,33,14,12,41,10,2026-06-02 00:00:00
AUC-1172,Construction & Infrastructure,Procurement Request #1172 - Construction & Infrastructure,144604.87,33,17,26,24,5,2026-04-21 00:00:00
AUC-1173,Healthcare & Medical Supplies,Procurement Request #1173 - Healthcare & Medical Supplies,405413.09,49,19,15,17,10,2026-03-05 00:00:00
AUC-1174,Raw Materials & Metals,Procurement Request #1174 - Raw Materials & Metals,235235.79,31,29,17,23,15,2026-03-16 00:00:00
AUC-1175,Construction & Infrastructure,Procurement Request #1175 - Construction & Infrastructure,277822.8,43,40,30,10,10,2026-03-12 00:00:00
AUC-1176,Manufacturing & Heavy Machinery,Procurement Request #1176 - Manufacturing & Heavy Machinery,222079.84,50,12,21,17,30,2026-04-08 00:00:00
AUC-1177,Software & Cloud Services,Procurement Request #1177 - Software & Cloud Services,31510.97,45,24,23,10,30,2026-02-10 00:00:00
AUC-1178,Manufacturing & Heavy Machinery,Procurement Request #1178 - Manufacturing & Heavy Machinery,91217.39,50,10,22,18,30,2026-01-23 00:00:00
AUC-1179,Manufacturing & Heavy Machinery,Procurement Request #1179 - Manufacturing & Heavy Machinery,228315.4,39,29,27,5,10,2026-05-23 00:00:00
AUC-1180,Healthcare & Medical Supplies,Procurement Request #1180 - Healthcare & Medical Supplies,112500.88,31,18,22,29,30,2026-03-21 00:00:00
AUC-1181,Raw Materials & Metals,Procurement Request #1181 - Raw Materials & Metals,34489.72,38,22,27,13,30,2026-01-20 00:00:00
AUC-1182,Logistics & Freight,Procurement Request #1182 - Logistics & Freight,423388.34,28,32,25,15,10,2026-02-10 00:00:00
AUC-1183,Software & Cloud Services,Procurement Request #1183 - Software & Cloud Services,490784.34,20,10,26,44,15,2026-05-07 00:00:00
AUC-1184,Raw Materials & Metals,Procurement Request #1184 - Raw Materials & Metals,398640.01,41,40,22,10,15,2026-04-10 00:00:00
AUC-1185,Raw Materials & Metals,Procurement Request #1185 - Raw Materials & Metals,428354.61,34,30,28,10,5,2026-04-16 00:00:00
AUC-1186,IT Hardware,Procurement Request #1186 - IT Hardware,128568.79,27,22,28,23,10,2026-02-20 00:00:00
AUC-1187,Manufacturing & Heavy Machinery,Procurement Request #1187 - Manufacturing & Heavy Machinery,480707.22,42,40,18,10,15,2026-05-12 00:00:00
AUC-1188,Healthcare & Medical Supplies,Procurement Request #1188 - Healthcare & Medical Supplies,106493.6,46,30,21,10,5,2026-06-17 00:00:00
AUC-1189,Raw Materials & Metals,Procurement Request #1189 - Raw Materials & Metals,476200.61,42,33,17,10,10,2026-05-04 00:00:00
AUC-1190,IT Hardware,Procurement Request #1190 - IT Hardware,497461.45,43,30,10,17,10,2026-03-09 00:00:00
AUC-1191,Construction & Infrastructure,Procurement Request #1191 - Construction & Infrastructure,358744.17,44,40,14,10,15,2026-03-06 00:00:00
AUC-1192,Construction & Infrastructure,Procurement Request #1192 - Construction & Infrastructure,490760.43,52,40,15,10,5,2026-01-31 00:00:00
AUC-1193,Manufacturing & Heavy Machinery,Procurement Request #1193 - Manufacturing & Heavy Machinery,289074.49,25,30,22,23,30,2026-06-01 00:00:00
AUC-1194,IT Hardware,Procurement Request #1194 - IT Hardware,137175.47,48,39,16,10,30,2026-02-13 00:00:00
AUC-1195,Manufacturing & Heavy Machinery,Procurement Request #1195 - Manufacturing & Heavy Machinery,224127.98,47,18,19,16,30,2026-06-01 00:00:00
AUC-1196,Logistics & Freight,Procurement Request #1196 - Logistics & Freight,300844.86,46,34,12,8,5,2026-06-13 00:00:00
AUC-1197,Construction & Infrastructure,Procurement Request #1197 - Construction & Infrastructure,45809.97,42,36,14,8,15,2026-02-24 00:00:00
AUC-1198,Healthcare & Medical Supplies,Procurement Request #1198 - Healthcare & Medical Supplies,314948.2,40,32,19,10,5,2026-02-14 00:00:00
AUC-1199,Manufacturing & Heavy Machinery,Procurement Request #1199 - Manufacturing & Heavy Machinery,490777.14,51,10,13,26,5,2026-06-29 00:00:00
AUC-1200,Raw Materials & Metals,Procurement Request #1200 - Raw Materials & Metals,103152.75,48,23,30,10,15,2026-04-22 00:00:00
AUC-1201,Software & Cloud Services,Procurement Request #1201 - Software & Cloud Services,398371.61,31,21,15,33,10,2026-02-21 00:00:00
AUC-1202,Raw Materials & Metals,Procurement Request #1202 - Raw Materials & Metals,454870.41,31,26,13,30,30,2026-05-27 00:00:00
AUC-1203,Manufacturing & Heavy Machinery,Procurement Request #1203 - Manufacturing & Heavy Machinery,472413.78,33,15,16,36,5,2026-02-17 00:00:00
AUC-1204,Manufacturing & Heavy Machinery,Procurement Request #1204 - Manufacturing & Heavy Machinery,480466.45,32,18,23,27,30,2026-06-11 00:00:00
AUC-1205,Construction & Infrastructure,Procurement Request #1205 - Construction & Infrastructure,265515.22,26,37,30,7,10,2026-01-22 00:00:00
AUC-1206,Logistics & Freight,Procurement Request #1206 - Logistics & Freight,488880.87,25,22,13,40,15,2026-01-18 00:00:00
AUC-1207,Logistics & Freight,Procurement Request #1207 - Logistics & Freight,381082.0,21,28,17,34,30,2026-05-06 00:00:00
AUC-1208,Healthcare & Medical Supplies,Procurement Request #1208 - Healthcare & Medical Supplies,89219.0,26,10,11,53,15,2026-01-03 00:00:00
AUC-1209,Healthcare & Medical Supplies,Procurement Request #1209 - Healthcare & Medical Supplies,243681.05,52,35,11,10,5,2026-02-25 00:00:00
AUC-1210,Construction & Infrastructure,Procurement Request #1210 - Construction & Infrastructure,361982.28,20,22,29,29,15,2026-05-06 00:00:00
AUC-1211,Raw Materials & Metals,Procurement Request #1211 - Raw Materials & Metals,131196.75,41,29,23,7,15,2026-04-06 00:00:00
AUC-1212,Healthcare & Medical Supplies,Procurement Request #1212 - Healthcare & Medical Supplies,323901.44,41,20,17,22,15,2026-06-21 00:00:00
AUC-1213,Raw Materials & Metals,Procurement Request #1213 - Raw Materials & Metals,336634.23,44,29,11,16,15,2026-03-27 00:00:00
AUC-1214,Manufacturing & Heavy Machinery,Procurement Request #1214 - Manufacturing & Heavy Machinery,89722.87,26,10,24,40,30,2026-02-06 00:00:00
AUC-1215,IT Hardware,Procurement Request #1215 - IT Hardware,286891.8,53,13,26,10,15,2026-06-30 00:00:00
AUC-1216,Manufacturing & Heavy Machinery,Procurement Request #1216 - Manufacturing & Heavy Machinery,388097.19,35,21,24,20,30,2026-05-13 00:00:00
AUC-1217,Raw Materials & Metals,Procurement Request #1217 - Raw Materials & Metals,254458.88,32,10,30,28,15,2026-01-06 00:00:00
AUC-1218,Healthcare & Medical Supplies,Procurement Request #1218 - Healthcare & Medical Supplies,15930.53,43,37,11,9,15,2026-06-24 00:00:00
AUC-1219,Raw Materials & Metals,Procurement Request #1219 - Raw Materials & Metals,14428.85,34,29,25,12,30,2026-06-07 00:00:00
AUC-1220,Manufacturing & Heavy Machinery,Procurement Request #1220 - Manufacturing & Heavy Machinery,184944.38,25,21,23,31,30,2026-06-19 00:00:00
AUC-1221,Manufacturing & Heavy Machinery,Procurement Request #1221 - Manufacturing & Heavy Machinery,463835.09,26,33,22,19,15,2026-06-06 00:00:00
AUC-1222,Software & Cloud Services,Procurement Request #1222 - Software & Cloud Services,122051.62,29,37,26,8,5,2026-02-03 00:00:00
AUC-1223,Raw Materials & Metals,Procurement Request #1223 - Raw Materials & Metals,320838.21,25,19,27,29,30,2026-02-14 00:00:00
AUC-1224,Raw Materials & Metals,Procurement Request #1224 - Raw Materials & Metals,118817.18,27,25,27,21,10,2026-03-05 00:00:00
AUC-1225,Software & Cloud Services,Procurement Request #1225 - Software & Cloud Services,167618.29,30,34,12,24,5,2026-04-23 00:00:00
AUC-1226,Healthcare & Medical Supplies,Procurement Request #1226 - Healthcare & Medical Supplies,425540.62,21,15,20,44,30,2026-03-14 00:00:00
AUC-1227,Software & Cloud Services,Procurement Request #1227 - Software & Cloud Services,367142.11,36,31,25,8,5,2026-06-21 00:00:00
AUC-1228,Software & Cloud Services,Procurement Request #1228 - Software & Cloud Services,56745.65,49,30,25,10,5,2026-06-28 00:00:00
AUC-1229,Logistics & Freight,Procurement Request #1229 - Logistics & Freight,220063.99,29,39,28,10,5,2026-06-15 00:00:00
AUC-1230,Logistics & Freight,Procurement Request #1230 - Logistics & Freight,24293.18,39,39,22,10,30,2026-03-02 00:00:00
AUC-1231,Software & Cloud Services,Procurement Request #1231 - Software & Cloud Services,245636.17,36,13,19,32,5,2026-01-30 00:00:00
AUC-1232,IT Hardware,Procurement Request #1232 - IT Hardware,334592.67,36,33,28,10,10,2026-01-31 00:00:00
AUC-1233,Construction & Infrastructure,Procurement Request #1233 - Construction & Infrastructure,68066.29,43,14,20,23,30,2026-05-29 00:00:00
AUC-1234,Healthcare & Medical Supplies,Procurement Request #1234 - Healthcare & Medical Supplies,151553.62,20,19,11,50,10,2026-04-11 00:00:00
AUC-1235,Raw Materials & Metals,Procurement Request #1235 - Raw Materials & Metals,204939.95,40,34,21,5,10,2026-05-15 00:00:00
AUC-1236,Healthcare & Medical Supplies,Procurement Request #1236 - Healthcare & Medical Supplies,460570.2,53,28,17,10,5,2026-04-13 00:00:00
AUC-1237,IT Hardware,Procurement Request #1237 - IT Hardware,496694.96,49,37,24,10,15,2026-02-08 00:00:00
AUC-1238,Manufacturing & Heavy Machinery,Procurement Request #1238 - Manufacturing & Heavy Machinery,32006.54,38,36,17,9,30,2026-06-25 00:00:00
AUC-1239,Raw Materials & Metals,Procurement Request #1239 - Raw Materials & Metals,382893.88,29,29,19,23,10,2026-06-21 00:00:00
AUC-1240,Manufacturing & Heavy Machinery,Procurement Request #1240 - Manufacturing & Heavy Machinery,192144.79,22,29,20,29,15,2026-05-10 00:00:00
AUC-1241,Healthcare & Medical Supplies,Procurement Request #1241 - Healthcare & Medical Supplies,202304.51,27,18,28,27,30,2026-06-12 00:00:00
AUC-1242,Manufacturing & Heavy Machinery,Procurement Request #1242 - Manufacturing & Heavy Machinery,379589.84,33,25,19,23,30,2026-01-17 00:00:00
AUC-1243,Manufacturing & Heavy Machinery,Procurement Request #1243 - Manufacturing & Heavy Machinery,460028.95,41,14,16,29,10,2026-06-30 00:00:00
AUC-1244,Healthcare & Medical Supplies,Procurement Request #1244 - Healthcare & Medical Supplies,475955.01,23,39,15,23,30,2026-04-12 00:00:00
AUC-1245,Logistics & Freight,Procurement Request #1245 - Logistics & Freight,292790.07,30,10,27,33,30,2026-03-29 00:00:00
AUC-1246,Raw Materials & Metals,Procurement Request #1246 - Raw Materials & Metals,184989.37,50,21,22,7,30,2026-01-20 00:00:00
AUC-1247,Construction & Infrastructure,Procurement Request #1247 - Construction & Infrastructure,395899.05,38,19,16,27,30,2026-01-26 00:00:00
AUC-1248,Software & Cloud Services,Procurement Request #1248 - Software & Cloud Services,132990.68,35,34,28,10,5,2026-03-20 00:00:00
AUC-1249,Raw Materials & Metals,Procurement Request #1249 - Raw Materials & Metals,286396.27,30,28,14,28,30,2026-06-29 00:00:00
AUC-1250,Raw Materials & Metals,Procurement Request #1250 - Raw Materials & Metals,185703.45,38,38,14,10,10,2026-02-26 00:00:00
AUC-1251,Manufacturing & Heavy Machinery,Procurement Request #1251 - Manufacturing & Heavy Machinery,331749.23,32,33,30,5,5,2026-04-04 00:00:00
AUC-1252,Healthcare & Medical Supplies,Procurement Request #1252 - Healthcare & Medical Supplies,127795.47,56,13,14,17,30,2026-04-21 00:00:00
AUC-1253,Healthcare & Medical Supplies,Procurement Request #1253 - Healthcare & Medical Supplies,103880.54,30,39,11,20,5,2026-04-03 00:00:00
AUC-1254,Raw Materials & Metals,Procurement Request #1254 - Raw Materials & Metals,459937.15,31,40,11,18,5,2026-05-13 00:00:00
AUC-1255,Healthcare & Medical Supplies,Procurement Request #1255 - Healthcare & Medical Supplies,59883.8,41,28,23,8,10,2026-06-11 00:00:00
AUC-1256,Healthcare & Medical Supplies,Procurement Request #1256 - Healthcare & Medical Supplies,257919.37,45,17,11,27,5,2026-03-04 00:00:00
AUC-1257,Raw Materials & Metals,Procurement Request #1257 - Raw Materials & Metals,118217.86,46,19,29,10,10,2026-06-18 00:00:00
AUC-1258,Healthcare & Medical Supplies,Procurement Request #1258 - Healthcare & Medical Supplies,29075.68,44,34,12,10,30,2026-06-17 00:00:00
AUC-1259,Raw Materials & Metals,Procurement Request #1259 - Raw Materials & Metals,27649.22,32,30,30,10,30,2026-04-06 00:00:00
AUC-1260,IT Hardware,Procurement Request #1260 - IT Hardware,95858.67,27,13,12,48,5,2026-05-07 00:00:00
AUC-1261,Healthcare & Medical Supplies,Procurement Request #1261 - Healthcare & Medical Supplies,434717.47,52,17,10,21,30,2026-03-13 00:00:00
AUC-1262,Healthcare & Medical Supplies,Procurement Request #1262 - Healthcare & Medical Supplies,148414.58,26,35,28,11,10,2026-04-10 00:00:00
AUC-1263,Raw Materials & Metals,Procurement Request #1263 - Raw Materials & Metals,475724.99,47,19,28,6,10,2026-01-27 00:00:00
AUC-1264,Logistics & Freight,Procurement Request #1264 - Logistics & Freight,294994.92,24,32,27,17,10,2026-04-15 00:00:00
AUC-1265,Manufacturing & Heavy Machinery,Procurement Request #1265 - Manufacturing & Heavy Machinery,223940.95,21,22,27,30,30,2026-01-18 00:00:00
AUC-1266,Construction & Infrastructure,Procurement Request #1266 - Construction & Infrastructure,294243.53,52,27,30,10,5,2026-02-24 00:00:00
AUC-1267,Healthcare & Medical Supplies,Procurement Request #1267 - Healthcare & Medical Supplies,263182.21,27,15,29,29,10,2026-01-03 00:00:00
AUC-1268,Construction & Infrastructure,Procurement Request #1268 - Construction & Infrastructure,381800.36,43,35,20,10,5,2026-01-12 00:00:00
AUC-1269,Software & Cloud Services,Procurement Request #1269 - Software & Cloud Services,148423.07,51,16,30,10,10,2026-01-24 00:00:00
AUC-1270,Construction & Infrastructure,Procurement Request #1270 - Construction & Infrastructure,182994.69,36,37,11,16,5,2026-02-02 00:00:00
AUC-1271,Construction & Infrastructure,Procurement Request #1271 - Construction & Infrastructure,448106.21,39,21,27,13,10,2026-04-20 00:00:00
AUC-1272,Healthcare & Medical Supplies,Procurement Request #1272 - Healthcare & Medical Supplies,473763.69,20,17,19,44,5,2026-05-14 00:00:00
AUC-1273,Manufacturing & Heavy Machinery,Procurement Request #1273 - Manufacturing & Heavy Machinery,447353.53,33,31,27,10,30,2026-02-06 00:00:00
AUC-1274,Construction & Infrastructure,Procurement Request #1274 - Construction & Infrastructure,215529.52,46,32,20,10,15,2026-06-06 00:00:00
AUC-1275,Construction & Infrastructure,Procurement Request #1275 - Construction & Infrastructure,392379.1,52,16,13,19,5,2026-03-03 00:00:00
AUC-1276,IT Hardware,Procurement Request #1276 - IT Hardware,243404.51,32,14,19,35,10,2026-02-05 00:00:00
AUC-1277,Construction & Infrastructure,Procurement Request #1277 - Construction & Infrastructure,253794.53,50,16,28,10,15,2026-03-14 00:00:00
AUC-1278,Software & Cloud Services,Procurement Request #1278 - Software & Cloud Services,110293.25,59,23,12,6,15,2026-03-09 00:00:00
AUC-1279,Raw Materials & Metals,Procurement Request #1279 - Raw Materials & Metals,299653.85,30,22,24,24,5,2026-03-08 00:00:00
AUC-1280,Healthcare & Medical Supplies,Procurement Request #1280 - Healthcare & Medical Supplies,101206.59,42,40,14,10,10,2026-01-20 00:00:00
AUC-1281,Healthcare & Medical Supplies,Procurement Request #1281 - Healthcare & Medical Supplies,172466.7,32,30,30,10,10,2026-04-07 00:00:00
AUC-1282,Construction & Infrastructure,Procurement Request #1282 - Construction & Infrastructure,428964.8,47,29,15,10,30,2026-02-10 00:00:00
AUC-1283,Logistics & Freight,Procurement Request #1283 - Logistics & Freight,111467.15,47,22,10,21,10,2026-01-21 00:00:00
AUC-1284,Logistics & Freight,Procurement Request #1284 - Logistics & Freight,44867.56,27,27,13,33,30,2026-01-18 00:00:00
AUC-1285,Logistics & Freight,Procurement Request #1285 - Logistics & Freight,43813.72,60,12,21,7,15,2026-03-12 00:00:00
AUC-1286,Software & Cloud Services,Procurement Request #1286 - Software & Cloud Services,470984.42,34,18,10,38,5,2026-04-08 00:00:00
AUC-1287,Software & Cloud Services,Procurement Request #1287 - Software & Cloud Services,258391.01,39,40,13,10,5,2026-02-15 00:00:00
AUC-1288,Construction & Infrastructure,Procurement Request #1288 - Construction & Infrastructure,210611.92,39,28,25,8,5,2026-05-17 00:00:00
AUC-1289,Logistics & Freight,Procurement Request #1289 - Logistics & Freight,407330.5,51,37,19,10,15,2026-06-06 00:00:00
AUC-1290,IT Hardware,Procurement Request #1290 - IT Hardware,419554.7,23,15,20,42,30,2026-02-17 00:00:00
AUC-1291,Logistics & Freight,Procurement Request #1291 - Logistics & Freight,172773.61,49,27,29,10,30,2026-05-04 00:00:00
AUC-1292,Construction & Infrastructure,Procurement Request #1292 - Construction & Infrastructure,349872.85,28,18,10,44,10,2026-06-19 00:00:00
AUC-1293,Software & Cloud Services,Procurement Request #1293 - Software & Cloud Services,387850.18,29,22,28,21,15,2026-01-15 00:00:00
AUC-1294,Healthcare & Medical Supplies,Procurement Request #1294 - Healthcare & Medical Supplies,330778.84,55,21,17,10,30,2026-04-29 00:00:00
AUC-1295,Software & Cloud Services,Procurement Request #1295 - Software & Cloud Services,84281.59,48,21,24,7,15,2026-03-13 00:00:00
AUC-1296,Raw Materials & Metals,Procurement Request #1296 - Raw Materials & Metals,439182.71,48,40,17,10,15,2026-06-13 00:00:00
AUC-1297,Manufacturing & Heavy Machinery,Procurement Request #1297 - Manufacturing & Heavy Machinery,274156.33,25,40,19,16,30,2026-03-23 00:00:00
AUC-1298,Manufacturing & Heavy Machinery,Procurement Request #1298 - Manufacturing & Heavy Machinery,148411.49,25,30,12,33,5,2026-03-04 00:00:00
AUC-1299,IT Hardware,Procurement Request #1299 - IT Hardware,218361.81,30,28,11,31,5,2026-03-16 00:00:00
AUC-1300,Construction & Infrastructure,Procurement Request #1300 - Construction & Infrastructure,28409.83,46,35,10,10,30,2026-06-24 00:00:00
AUC-1301,Construction & Infrastructure,Procurement Request #1301 - Construction & Infrastructure,72654.73,28,25,25,22,5,2026-04-15 00:00:00
AUC-1302,IT Hardware,Procurement Request #1302 - IT Hardware,385117.91,59,16,10,15,30,2026-06-30 00:00:00
AUC-1303,Construction & Infrastructure,Procurement Request #1303 - Construction & Infrastructure,10005.7,42,17,26,15,5,2026-06-06 00:00:00
AUC-1304,Raw Materials & Metals,Procurement Request #1304 - Raw Materials & Metals,214117.26,30,31,26,13,10,2026-02-15 00:00:00
AUC-1305,IT Hardware,Procurement Request #1305 - IT Hardware,266029.99,43,36,14,7,15,2026-01-15 00:00:00
AUC-1306,Raw Materials & Metals,Procurement Request #1306 - Raw Materials & Metals,36770.87,51,22,15,12,15,2026-01-30 00:00:00
AUC-1307,Logistics & Freight,Procurement Request #1307 - Logistics & Freight,486808.3,30,36,27,10,5,2026-03-17 00:00:00
AUC-1308,Logistics & Freight,Procurement Request #1308 - Logistics & Freight,120801.41,50,19,18,13,10,2026-01-02 00:00:00
AUC-1309,Healthcare & Medical Supplies,Procurement Request #1309 - Healthcare & Medical Supplies,159057.37,55,28,22,10,10,2026-03-21 00:00:00
AUC-1310,Healthcare & Medical Supplies,Procurement Request #1310 - Healthcare & Medical Supplies,158931.83,47,36,11,10,30,2026-06-09 00:00:00
AUC-1311,Manufacturing & Heavy Machinery,Procurement Request #1311 - Manufacturing & Heavy Machinery,122904.16,51,11,21,17,5,2026-06-08 00:00:00
AUC-1312,Raw Materials & Metals,Procurement Request #1312 - Raw Materials & Metals,10722.17,41,19,21,19,5,2026-01-03 00:00:00
AUC-1313,Logistics & Freight,Procurement Request #1313 - Logistics & Freight,367378.95,31,22,21,26,5,2026-01-27 00:00:00
AUC-1314,Raw Materials & Metals,Procurement Request #1314 - Raw Materials & Metals,483754.29,51,16,12,21,10,2026-04-17 00:00:00
AUC-1315,IT Hardware,Procurement Request #1315 - IT Hardware,119903.81,51,10,14,25,15,2026-02-28 00:00:00
AUC-1316,Raw Materials & Metals,Procurement Request #1316 - Raw Materials & Metals,334893.12,45,21,19,15,15,2026-04-21 00:00:00
AUC-1317,Software & Cloud Services,Procurement Request #1317 - Software & Cloud Services,373529.2,49,35,18,10,5,2026-04-24 00:00:00
AUC-1318,Healthcare & Medical Supplies,Procurement Request #1318 - Healthcare & Medical Supplies,425728.44,48,15,14,23,15,2026-04-23 00:00:00
AUC-1319,IT Hardware,Procurement Request #1319 - IT Hardware,217088.31,37,38,16,10,5,2026-02-19 00:00:00
AUC-1320,Logistics & Freight,Procurement Request #1320 - Logistics & Freight,158436.14,22,14,22,42,30,2026-03-27 00:00:00
AUC-1321,IT Hardware,Procurement Request #1321 - IT Hardware,169394.62,30,31,16,23,30,2026-06-21 00:00:00
AUC-1322,Logistics & Freight,Procurement Request #1322 - Logistics & Freight,359184.45,27,23,25,25,30,2026-06-25 00:00:00
AUC-1323,Healthcare & Medical Supplies,Procurement Request #1323 - Healthcare & Medical Supplies,410221.94,28,20,22,30,30,2026-02-04 00:00:00
AUC-1324,IT Hardware,Procurement Request #1324 - IT Hardware,98990.84,26,35,10,29,10,2026-02-10 00:00:00
AUC-1325,Logistics & Freight,Procurement Request #1325 - Logistics & Freight,191761.09,52,10,17,21,5,2026-06-24 00:00:00
AUC-1326,Manufacturing & Heavy Machinery,Procurement Request #1326 - Manufacturing & Heavy Machinery,451950.7,41,23,29,7,5,2026-04-23 00:00:00
